,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Match Number,Ref 1,Ref 2
0,MADI,Lwazi,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
1,CARD,Devon,16:08,16.0,8.0,0.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
2,REZELMAN,Timothy,14:02,14.0,2.0,1.0,2.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
3,BADENHORST,Nardus,14:34,14.0,34.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
4,LAURENSON,Cameron Bain,10:59,10.0,59.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
5,STONE,Ross,24:27,24.0,27.0,1.0,4.0,0.0,2.0,,,,,0.0,1.0,,,,,,,1.0,1.0,1.0,,2.0,2.0,0.0,2.0,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
6,EVEZARD,Jason,24:30,24.0,30.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,,,0.0,1.0,1.0,,,,1.0,,,2.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
7,RODDA,Nicholas,21:46,21.0,46.0,0.0,5.0,0.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
8,MARGRO,Yaseen,15:53,15.0,53.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
9,MAYMAN,Mogamad Farouk,12:52,12.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
10,NEILL,Liam,18:48,18.0,48.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
11,STEWART,Donn,18:01,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,ITA,L,Player,1,IVANOSKI,SALNICHENKO
12,,,,,,2.0,17.0,1.0,9.0,0.0,1.0,,,0.0,5.0,0.0,1.0,,,,,1.0,1.0,10.0,3.0,4.0,3.0,0.0,4.0,4.0,1.0,,,2.0,,,7.0,RSA,ITA,L,Team,1,IVANOSKI,SALNICHENKO
13,Del LUNGO,Marco,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
14,Di FULVIO,Francesco,21:41,21.0,41.0,5.0,10.0,0.0,2.0,,,1.0,2.0,2.0,2.0,,,,,,,2.0,4.0,,1.0,1.0,,3.0,3.0,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
15,LUONGO,Stefano,20:49,20.0,49.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
16,PRESCIUTTI,Nicholas,19:12,19.0,12.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
17,VELOTTO,Alessandro,19:10,19.0,10.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
18,RENZUTO IODICE,Vincenzo,21:38,21.0,38.0,1.0,3.0,0.0,1.0,,,,,1.0,1.0,,,,,,,0.0,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
19,ECHENIQUE,Gonzalo,23:41,23.0,41.0,2.0,3.0,1.0,1.0,0.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
20,FIGARI,Niccolo,16:01,16.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
21,BODEGAS,Michael Alexandre,16:13,16.0,13.0,2.0,7.0,0.0,1.0,2.0,4.0,,,0.0,1.0,,,,,,,0.0,1.0,2.0,2.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
22,AICARDI,Matteo,15:47,15.0,47.0,2.0,3.0,,,0.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
23,DOLCE,Vincenzo,17:48,17.0,48.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,2.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
24,NICOSIA,Gianmarco,16:00,16.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player,1,SALNICHENKO,IVANOSKI
25,,,,,,21.0,36.0,2.0,7.0,2.0,6.0,1.0,2.0,6.0,7.0,,,,,,,10.0,14.0,6.0,18.0,6.0,2.0,4.0,4.0,5.0,1.0,,,1.0,,,7.0,ITA,RSA,W,Team,1,SALNICHENKO,IVANOSKI
26,NAGY,Viktor,31:43,31.0,43.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
27,ANGYAL,Daniel,17:57,17.0,57.0,2.0,4.0,,,1.0,1.0,,,1.0,2.0,,,,,,,0.0,1.0,1.0,,1.0,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
28,MANHERCZ,Krisztian,20:31,20.0,31.0,1.0,7.0,0.0,3.0,,,,,1.0,3.0,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,0.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
29,ZALANKI,Gergo,26:30,26.0,30.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,2.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
30,VAMOS,Marton,25:36,25.0,36.0,0.0,3.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,0.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
31,HOSNYANSZKY,Norbert,7:09,7.0,9.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
32,PASZTOR,Matyas,12:18,12.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
33,JANSIK,Szilard,9:29,9.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
34,ERDELYI,Balazs,16:36,16.0,36.0,3.0,7.0,1.0,3.0,,,,,1.0,3.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
35,VARGA,Denes,29:17,29.0,17.0,3.0,11.0,0.0,4.0,,,,,2.0,3.0,0.0,2.0,,,,,1.0,2.0,,1.0,3.0,1.0,,,,,,,,,,0.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
36,MEZEI,Tamas,14:20,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
37,HARAI,Balazs,12:34,12.0,34.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,3.0,HUN,GRE,L,Player,2,PUTNIKOVIC,ZWART
38,,,,,,9.0,38.0,1.0,14.0,1.0,1.0,,,5.0,15.0,0.0,3.0,,,,,2.0,5.0,3.0,6.0,8.0,5.0,3.0,4.0,10.0,2.0,,1.0,2.0,,,15.0,HUN,GRE,L,Team,2,PUTNIKOVIC,ZWART
39,ZERDEVAS,Emmanouil,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
40,GENIDOUNIAS,Konstantinos,30:29,30.0,29.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,3.0,,0.0,1.0,2.0,,,,,,,2.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
41,SKOUMPAKIS,Dimitrios,11:39,11.0,39.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,3.0,,,,,,,3.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
42,KAPOTSIS,Marios,16:31,16.0,31.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
43,FOUNTOULIS,Ioannis,28:45,28.0,45.0,3.0,7.0,0.0,3.0,,,,,3.0,4.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,1.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
44,PAPANASTASIOU,Alexandros,20:16,20.0,16.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,1.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
45,DERVISIS,Georgios,3:52,3.0,52.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,3.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
46,ARGYROPOULOS KANAKAKIS,Stylianos,18:48,18.0,48.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,,,,,,3.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
47,MOURIKIS,Konstantinos,11:01,11.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
48,KOLOMVOS,Christodoulos,14:28,14.0,28.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
49,GKIOUVETSIS,Konstantinos,4:58,4.0,58.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
50,VLACHOPOULOS,Angelos,31:13,31.0,13.0,2.0,7.0,0.0,3.0,,,,,2.0,3.0,0.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,0.0,GRE,HUN,W,Player,2,ZWART,PUTNIKOVIC
51,,,,,,10.0,26.0,1.0,12.0,,,,,9.0,13.0,0.0,1.0,,,,,,,1.0,,8.0,7.0,1.0,4.0,14.0,2.0,,,,,,16.0,GRE,HUN,W,Team,2,ZWART,PUTNIKOVIC
52,WOLF,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
53,HOOPER,Johnny,23:37,23.0,37.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,0.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
54,VAVIC,Marko,20:34,20.0,34.0,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
55,OBERT,Alex,10:01,10.0,1.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
56,DAUBE,Hannes,26:15,26.0,15.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
57,CUPIDO,Luca,24:30,24.0,30.0,2.0,6.0,1.0,4.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,4.0,2.0,,,2.0,,,,,,,2.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
58,HALLOCK,Ben,25:57,25.0,57.0,3.0,5.0,,,2.0,3.0,,,1.0,1.0,0.0,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
59,WOODHEAD,Dylan,2:32,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
60,BOWEN,Alex,21:13,21.0,13.0,5.0,6.0,1.0,2.0,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,1.0,1.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
61,STEVENSON,Ben,14:46,14.0,46.0,0.0,4.0,,,,,,,0.0,3.0,0.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
62,IRVING,Max,22:35,22.0,35.0,1.0,5.0,1.0,1.0,,,,,0.0,3.0,,,,,,,0.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,2.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
63,HOLLAND,Drew,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,JPN,W,Player,3,VOEVODIN,DERVIEUX
64,,,,,,15.0,35.0,4.0,12.0,2.0,4.0,1.0,1.0,6.0,13.0,0.0,2.0,,,1.0,1.0,1.0,2.0,4.0,3.0,13.0,6.0,4.0,4.0,7.0,1.0,,,,,4.0,12.0,USA,JPN,W,Team,3,VOEVODIN,DERVIEUX
65,TANAMURA,Katsuyuki,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
66,ADACHI,Seiya,26:52,26.0,52.0,3.0,6.0,2.0,4.0,,,,,0.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,,0.0,2.0,1.0,,,,,,,1.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
67,KOPPU,Harukiirario,27:41,27.0,41.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
68,SHIGA,Mitsuaki,27:00,27.0,0.0,3.0,4.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,,,,2.0,,,,,,2.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
69,YOSHIDA,Takuma,13:19,13.0,19.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,1.0,,,,,,,,0.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
70,SUZUKI,Toi,13:36,13.0,36.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.0,1.0,,,,,,,,0.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
71,SHIMIZU,Yusuke,6:45,6.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
72,TAKATA,Mitsuru,7:39,7.0,39.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
73,ARAI,Atsushi,20:41,20.0,41.0,2.0,4.0,0.0,1.0,,,,,2.0,2.0,,,,,,,0.0,1.0,,,,,,,1.0,1.0,,,,,,2.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
74,INABA,Yusuke,25:59,25.0,59.0,3.0,8.0,0.0,3.0,,,,,,,0.0,2.0,,,3.0,3.0,,,1.0,2.0,1.0,,,,1.0,,,,1.0,,,2.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
75,OKAWA,Keigo,17:22,17.0,22.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,3.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
76,ARAKI,Kenta,5:06,5.0,6.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player,3,DERVIEUX,VOEVODIN
77,,,,,,13.0,32.0,3.0,17.0,,,,,5.0,7.0,0.0,2.0,,,4.0,4.0,1.0,2.0,5.0,8.0,5.0,5.0,0.0,4.0,6.0,4.0,1.0,,1.0,,1.0,13.0,JPN,USA,L,Team,3,DERVIEUX,VOEVODIN
78,CAMPBELL,Richard,26:14,26.0,14.0,3.0,5.0,2.0,3.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
79,FORD,George,5:04,5.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
80,TOMASEVIC,Goran,8:49,8.0,49.0,1.0,2.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
81,POWER,Nathan,17:08,17.0,8.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
82,EDWARDS,Lachlan Robert,15:48,15.0,48.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
83,ROACH,Aidan,22:45,22.0,45.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
84,YOUNGER,Aaron,27:01,27.0,1.0,2.0,4.0,0.0,1.0,,,,,1.0,2.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,0.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
85,FORD,Andrew,13:14,13.0,14.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
86,PUTT,Timothy Francis,17:43,17.0,43.0,1.0,3.0,1.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
87,HOWDEN,Rhys,25:30,25.0,30.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,4.0,4.0,,,,,,,1.0,1.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
88,EDWARDS,Blake,12:44,12.0,44.0,2.0,4.0,0.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
89,DENNERLEY,Joel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player,4,SEVERO,ALEXANDRESCU
90,,,,,,10.0,27.0,3.0,12.0,2.0,4.0,,,4.0,10.0,,,,,,,1.0,1.0,1.0,4.0,,2.0,4.0,4.0,7.0,2.0,,1.0,1.0,,1.0,12.0,AUS,MNE,L,Team,4,SEVERO,ALEXANDRESCU
91,BRGULJAN,Drasko,25:00,25.0,0.0,1.0,4.0,0.0,3.0,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,,0.0,2.0,,1.0,,1.0,,,,2.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
92,PERKOVIC,Miroslav,2:53,2.0,53.0,1.0,2.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
93,PETKOVIC,Marko,28:04,28.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
94,CUCKOVIC,Uros,17:49,17.0,49.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
95,POPADIC,Vlado,14:01,14.0,1.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,2.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
96,VIDOVIC,Stefan,11:31,11.0,31.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
97,UKROPINA,Aleksa,18:40,18.0,40.0,4.0,4.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,,,0.0,2.0,1.0,1.0,,,,,,2.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
98,IVOVIC,Aleksandar,28:28,28.0,28.0,1.0,2.0,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
99,SPAIC,Vladan,11:36,11.0,36.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
100,MATKOVIC,Dusan,21:07,21.0,7.0,3.0,5.0,0.0,1.0,,,,,3.0,3.0,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,0.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
101,BANICEVIC,Dusan,12:51,12.0,51.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
102,TESANOVIC,Petar,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,MNE,AUS,W,Player,4,ALEXANDRESCU,SEVERO
103,,,,,,15.0,28.0,5.0,14.0,0.0,2.0,,,8.0,9.0,,,,,1.0,1.0,1.0,2.0,5.0,9.0,3.0,2.0,0.0,4.0,5.0,4.0,,2.0,,,,11.0,MNE,AUS,W,Team,4,ALEXANDRESCU,SEVERO
104,MANDIC,Dusan,25:00,25.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
105,DEDOVIC,Nikola,19:12,19.0,12.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
106,RANDELOVIC,Sava,4:43,4.0,43.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
107,LAZIC,Dorde,14:10,14.0,10.0,2.0,3.0,,,0.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
108,PIJETLOVIC,Dusko,16:47,16.0,47.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,1.0,,,1.0,,,2.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
109,RASOVIC,Strahin a,21:50,21.0,50.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,0.0,2.0,,1.0,,,,,,1.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
110,ALEKSIC,Milan,6:50,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
111,JAKSIC,Nikola,17:28,17.0,28.0,2.0,3.0,0.0,1.0,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
112,FILIPOVIC,Filip,20:44,20.0,44.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,0.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
113,PRLAINOVIC,Andri a,29:07,29.0,7.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
114,MITROVIC,Stefan,16:09,16.0,9.0,1.0,3.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,1.0,,,,1.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
115,MITROVIC,Branislav,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,SRB,ESP,L,Player,5,GOLDENBERG,STAVRIDIS
116,,,,,,12.0,26.0,1.0,11.0,1.0,3.0,1.0,1.0,9.0,11.0,,,,,,,,,5.0,3.0,6.0,3.0,1.0,4.0,11.0,2.0,,1.0,1.0,,,15.0,SRB,ESP,L,Team,5,GOLDENBERG,STAVRIDIS
117,LOPEZ PINEDO,Daniel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
118,MUNARRIZ EGANA,Alberto,26:03,26.0,3.0,4.0,7.0,1.0,1.0,,,,,2.0,3.0,1.0,3.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
